 ,1,2,3,4,5,6,7,8,9,10
25100,0,50,0,50,0,0,0,0,0,0
25150,50,0,0,0,0,0,50,50,50,0
25200,0,0,50,0,50,50,0,50,0,50
25250,0,50,0,50,50,0,0,0,50,0
25300,0,0,0,0,0,0,0,50,0,50
25350,0,0,0,0,0,0,50,0,0,0
25400,0,0,0,0,0,0,0,0,50,0
25450,0,50,0,50,0,0,0,0,0,0
25500,0,0,0,0,0,0,0,50,0,0
25550,0,0,0,0,0,0,50,50,0,0
25600,0,0,0,0,0,0,0,50,0,0
25650,0,0,0,0,0,0,0,0,0,50
25700,0,50,0,0,0,50,50,0,0,50
25750,50,0,0,0,0,0,0,50,0,0
25800,0,0,0,0,0,0,0,0,0,50
25850,0,50,0,0,0,0,0,0,0,0
25900,50,0,50,50,50,50,0,0,0,0
25950,0,0,0,0,0,0,0,0,0,0
26000,50,0,0,0,0,0,0,0,50,0
26050,50,0,0,0,0,0,0,50,50,0
26100,0,0,0,0,0,0,0,50,0,0
26150,0,0,0,0,50,0,0,0,0,0
26200,0,0,0,0,0,0,0,50,0,0
26250,0,50,0,0,0,0,50,0,0,0
26300,0,0,0,50,0,50,0,0,0,50
26350,0,50,0,0,0,0,50,0,0,0
26400,0,0,0,0,50,0,0,0,0,0
26450,0,50,0,0,0,0,0,0,50,0
26500,0,0,0,0,0,0,0,0,0,0
26550,50,0,50,0,50,0,0,50,50,50
26600,0,50,0,50,50,50,0,50,50,0
26650,50,50,0,0,0,50,0,50,0,50
26700,0,50,0,0,50,0,0,0,50,0
26750,50,50,0,0,0,0,0,0,0,0
26800,0,0,50,0,0,0,50,0,0,0
26850,0,0,0,50,0,0,50,0,0,0
26900,0,0,0,50,0,50,0,0,0,0
26950,0,0,50,0,0,0,50,0,50,0
27000,0,0,0,0,0,0,0,0,0,0
27050,0,50,0,0,50,50,0,50,0,0
27100,0,50,0,0,0,0,50,0,50,0
27150,50,0,0,0,0,0,50,0,0,0
27200,0,0,50,0,0,0,0,0,0,0
27250,0,0,50,0,0,50,50,0,0,0
27300,0,50,50,0,50,0,0,0,0,0
27350,0,50,0,50,0,50,50,50,0,0
27400,0,0,0,0,0,0,50,0,50,50
27450,50,50,0,0,0,0,0,50,50,0
27500,0,0,0,0,0,50,0,0,0,0
27550,0,0,50,50,0,0,50,0,0,0
27600,50,0,50,50,0,0,0,0,0,0
27650,0,0,0,50,0,0,0,50,0,50
27700,0,0,0,0,0,0,0,50,0,0
27750,0,0,0,0,50,0,0,0,0,0
27800,0,0,0,0,0,0,0,0,0,50
27850,0,0,50,50,50,0,50,50,0,0
27900,0,0,0,0,0,0,0,0,0,0
27950,0,50,50,50,0,0,0,50,50,0
28000,0,0,50,0,0,0,0,0,0,0
28050,0,0,0,0,0,0,0,0,0,0
28100,0,0,0,0,0,0,0,0,0,0
28150,0,0,0,0,0,0,0,50,0,0
28200,0,0,0,0,0,0,0,0,0,0
28250,0,0,0,0,0,0,0,0,0,0
28300,0,0,0,0,0,0,0,0,0,0
28350,0,0,0,0,0,0,0,0,0,0
28400,0,0,0,0,0,0,0,0,0,0
28450,0,0,0,0,0,0,0,0,0,0
28500,0,0,0,0,0,0,0,0,0,0
28550,0,0,0,0,0,0,0,0,0,50
28600,0,0,0,0,0,0,0,0,0,0
28650,0,0,0,0,0,50,50,0,0,0
28700,50,0,0,0,0,0,0,0,0,0
28750,0,0,0,0,0,0,0,0,0,0
28800,0,0,0,0,0,0,0,0,0,0
28850,0,0,0,0,0,0,0,0,0,0
28900,0,0,0,0,0,0,0,0,0,0
28950,0,0,0,0,0,0,0,0,0,0
29000,0,0,0,0,0,0,0,0,0,0
29050,0,0,0,0,0,0,0,0,0,0
29100,0,0,0,0,0,0,0,0,0,0
29150,0,0,0,0,0,0,0,0,0,0
29200,0,0,0,0,0,0,0,0,0,0
29250,0,0,0,0,0,0,0,0,0,0
29300,0,0,0,0,0,0,0,0,0,0
29350,0,0,0,0,0,0,0,0,0,0
29400,50,0,0,0,0,0,0,50,50,0
29450,0,0,0,0,0,0,0,0,0,0
29500,0,0,0,0,0,0,0,0,0,0
29550,0,0,0,0,0,0,0,0,50,0
29600,0,0,0,0,0,0,0,0,0,0
29650,0,0,0,0,0,0,0,0,0,0
29700,0,0,0,0,0,0,0,0,0,0
29750,0,0,0,0,0,0,0,0,0,0
29800,50,0,0,0,0,0,0,0,0,0
29850,0,0,0,0,0,0,0,0,0,0
29900,0,0,0,0,0,0,0,0,0,0
29950,0,0,0,0,0,0,50,0,0,0
30000,0,0,0,0,0,0,0,0,0,0
30050,0,0,0,0,0,0,0,0,0,0
30100,0,0,0,0,0,0,0,0,0,0
30150,0,0,0,0,0,0,0,50,0,0
30200,50,0,0,0,0,0,0,0,0,0
30250,0,0,0,0,0,0,0,50,0,0
30300,0,0,0,0,0,0,0,0,0,0
30350,0,0,0,0,0,0,0,50,0,0
30400,0,0,0,0,0,0,0,0,0,0
30450,0,0,0,0,0,0,0,0,0,0
30500,0,0,0,0,0,50,0,0,0,0
30550,0,0,0,0,0,0,0,0,0,0
30600,0,0,0,0,0,0,0,0,0,0
30650,0,0,0,50,0,0,0,0,0,0
30700,0,0,0,0,0,0,0,0,0,0
30750,0,0,0,0,0,0,0,0,0,0
30800,0,0,0,0,0,0,0,0,0,0
30850,0,0,0,0,0,0,0,0,0,0
30900,0,0,0,0,0,0,0,0,0,0
30950,0,0,0,0,0,0,0,0,0,0
31000,0,0,0,0,0,50,0,0,0,0
31050,0,0,0,0,0,0,0,0,0,0
31100,0,0,0,0,0,0,0,0,0,0
31150,0,0,0,0,0,0,0,0,0,0
31200,0,0,0,0,0,0,0,0,0,0
31250,0,0,0,0,0,0,0,0,0,0
31300,0,0,0,0,0,0,0,0,0,0
31350,0,0,0,0,0,0,0,0,0,0
31400,0,0,0,0,0,0,0,0,0,0
31450,0,0,0,0,0,50,0,0,0,50
31500,0,0,0,0,0,0,0,0,0,0
31550,0,0,0,0,0,0,0,0,0,0
31600,0,0,0,0,0,0,0,0,0,0
31650,0,0,0,0,0,0,0,0,0,0
31700,0,0,0,0,0,0,0,0,0,0
31750,0,0,0,0,0,0,0,0,0,0
31800,50,0,0,0,0,0,0,0,0,0
31850,0,0,0,0,0,0,0,0,0,0
31900,0,0,0,0,0,0,0,0,0,0
31950,0,0,0,0,0,0,0,0,0,0
32000,0,0,0,0,0,0,0,0,0,0
32050,0,0,0,0,0,0,0,0,0,0
32100,0,0,0,0,0,0,0,0,50,0
32150,0,0,0,0,0,0,0,0,0,0
32200,0,0,0,0,0,0,0,0,0,0
32250,0,0,0,0,0,0,0,0,0,0
32300,0,0,0,0,0,0,0,0,0,0
32350,0,0,0,0,0,0,0,0,0,0
32400,0,0,0,0,0,0,0,0,0,0
32450,0,0,0,0,0,0,0,0,0,0
32500,0,0,0,0,0,0,50,0,0,0
32550,0,0,0,0,50,50,0,0,0,0
32600,0,0,0,0,0,0,0,0,0,0
32650,0,0,0,0,0,0,0,0,0,0
32700,0,0,0,0,0,0,0,0,0,0
32750,0,0,0,0,0,0,0,0,0,0
32800,0,0,0,0,0,0,0,0,0,0
32850,0,0,0,0,0,0,0,0,0,0
32900,0,0,0,0,0,0,0,0,0,0
32950,0,0,0,0,0,0,0,0,0,0
33000,50,0,0,0,0,50,0,0,0,0
33050,0,0,0,0,0,0,0,0,0,0
33100,0,0,0,0,50,0,0,0,0,0
33150,0,0,0,0,0,0,0,0,0,0
33200,0,0,0,0,0,50,0,0,0,0
33250,0,0,0,0,0,0,0,0,0,0
33300,0,50,0,0,0,0,0,0,0,50
33350,0,0,0,0,0,0,0,0,0,0
33400,0,0,0,0,0,0,0,0,0,0
33450,0,0,0,0,0,0,0,0,0,0
33500,0,0,0,0,0,0,0,0,0,0
33550,0,0,0,0,0,0,0,0,0,0
33600,0,0,0,0,0,0,0,0,0,0
33650,0,0,0,0,0,0,0,0,0,0
33700,0,0,0,0,0,0,0,0,0,0
33750,0,0,0,0,0,50,0,0,0,0
33800,0,50,0,0,0,0,0,0,0,0
33850,0,0,0,0,0,0,50,0,0,0
33900,0,0,0,0,0,0,0,0,0,0
33950,0,0,0,0,0,0,0,0,0,0
34000,50,0,0,0,50,0,0,50,0,50
34050,0,0,0,0,0,0,0,50,50,0
34100,0,0,0,0,0,0,0,0,0,0
34150,0,0,0,0,0,0,0,0,0,0
34200,0,50,0,0,0,0,0,0,0,0
34250,50,0,0,50,0,0,0,0,0,0
34300,0,0,0,0,0,0,50,50,0,0
34350,0,0,0,0,0,0,0,50,50,0
34400,0,50,0,0,0,50,0,0,0,0
34450,0,0,0,0,0,0,0,50,0,50
34500,0,0,0,0,0,0,50,0,0,50
34550,0,0,0,0,50,0,0,0,0,0
34600,0,0,0,50,0,0,0,0,0,50
34650,50,50,0,0,50,0,0,50,0,0
34700,0,50,0,0,0,0,0,0,0,50
34750,50,0,50,0,0,0,0,0,50,50
34800,50,0,50,0,0,50,0,0,0,0
34850,0,50,0,0,0,50,0,0,0,0
34900,0,50,0,0,0,50,50,0,50,0
34950,0,0,50,0,0,0,0,0,0,0
35000,0,50,0,0,0,50,0,0,0,0
35050,0,50,0,0,50,0,0,50,0,0
35100,50,0,50,0,0,0,0,0,0,0
35150,0,0,0,50,0,0,0,0,0,50
35200,0,0,50,0,0,0,0,0,0,0
35250,0,0,0,0,50,0,0,0,0,50
35300,0,50,0,0,50,0,0,0,0,50
35350,50,50,0,0,50,0,0,0,0,0
35400,0,0,0,0,0,0,0,50,50,0
35450,0,0,0,50,0,50,0,50,0,50
35500,50,50,0,0,0,0,0,0,0,50
35550,0,0,0,0,0,0,50,0,0,0
35600,0,0,0,0,0,50,0,0,50,0
35650,50,0,50,50,0,0,0,50,0,0
35700,0,50,0,0,0,50,0,0,0,0
35750,0,0,0,0,0,0,0,0,50,0
35800,50,50,0,0,0,0,0,0,0,0
35850,0,0,0,0,0,0,0,0,0,50
35900,0,50,0,0,0,50,50,50,0,0
35950,50,0,0,50,0,0,0,0,0,0
36000,0,0,0,0,0,0,0,0,50,0
36050,0,0,50,0,0,0,0,0,50,0
36100,50,0,0,50,0,0,0,0,50,0
36150,50,50,50,0,0,0,0,0,0,0
36200,50,50,0,50,0,0,0,50,0,50
36250,0,0,0,0,0,0,0,0,0,0
36300,50,0,0,50,0,0,0,0,0,0
36350,0,50,0,0,0,0,0,0,0,0
36400,0,50,0,50,0,50,0,0,0,50
36450,0,50,0,50,0,0,0,50,0,0
36500,0,50,0,0,0,0,0,50,50,0
36550,0,0,0,0,0,0,0,50,0,0
36600,0,0,0,0,0,50,50,0,0,0
36650,0,0,0,0,50,0,0,0,0,0
36700,0,0,0,50,0,0,0,0,50,0
36750,0,0,0,0,0,0,0,0,0,50
36800,0,0,0,50,0,50,0,0,0,0
36850,0,0,0,0,50,0,0,50,0,0
36900,50,50,0,0,0,0,0,50,0,0
36950,0,50,0,0,0,0,0,50,0,0
37000,0,0,0,0,0,0,0,0,0,0
37050,50,0,0,0,50,0,0,0,0,0
37100,0,0,0,0,0,0,0,0,0,0
37150,50,0,0,0,0,0,50,0,0,0
37200,0,0,50,0,0,50,0,50,0,0
37250,0,0,0,0,0,0,0,50,0,0
37300,0,0,0,0,0,50,0,50,0,0
37350,0,0,0,50,0,0,50,50,50,50
37400,0,0,0,0,0,0,0,50,0,0
37450,50,0,0,0,0,0,0,0,0,0
37500,0,50,0,50,50,50,0,0,0,0
37550,50,0,50,0,50,0,50,0,50,0
37600,0,50,0,0,0,0,0,0,50,0
37650,0,0,0,0,0,0,0,0,0,0
37700,0,0,0,0,0,0,50,0,0,50
37750,50,0,0,0,50,0,0,0,0,0
37800,0,0,0,0,0,50,50,0,0,50
37850,50,0,50,0,50,0,0,0,0,0
37900,50,0,50,0,50,0,0,0,0,0
37950,0,0,50,0,50,0,0,0,0,0
38000,0,0,0,0,0,0,0,0,0,0
38050,0,0,0,0,50,0,0,0,0,0
38100,0,0,0,0,0,50,0,0,0,0
38150,0,0,0,0,0,0,0,0,0,0
38200,0,0,0,0,0,0,0,50,0,0
38250,0,0,0,0,0,0,0,0,0,0
38300,0,0,0,0,0,0,0,0,0,0
38350,0,0,0,0,0,0,0,0,0,0
38400,0,0,0,0,0,0,0,0,0,0
38450,0,0,0,0,0,0,0,0,0,0
38500,0,0,0,0,0,0,0,0,0,0
38550,0,0,0,0,0,0,0,0,0,0
38600,0,0,0,0,0,0,0,0,0,0
38650,0,0,0,0,0,0,0,0,0,0
38700,0,0,0,0,0,0,0,0,0,0
38750,0,0,0,0,0,0,0,0,0,0
38800,0,0,0,0,0,0,0,0,0,0
38850,0,0,0,0,0,0,0,0,0,0
38900,0,0,0,0,0,0,0,0,0,0
38950,0,0,0,0,0,0,0,0,0,0
39000,0,0,0,0,0,0,0,0,0,0
39050,0,0,0,0,0,0,0,0,0,0
39100,0,0,0,0,0,0,0,0,0,0
39150,0,0,0,0,0,0,0,0,0,0
39200,0,0,0,0,0,0,0,0,0,0
39250,0,0,0,0,0,0,0,0,0,0
39300,0,0,0,0,0,0,0,0,0,0
39350,0,50,0,0,0,0,0,0,0,0
39400,0,0,0,0,0,0,0,0,0,0
39450,0,0,0,0,0,0,0,0,0,0
39500,0,0,0,0,0,0,0,0,0,0
39550,0,0,0,0,0,0,0,0,0,0
39600,0,0,0,0,0,0,0,50,0,0
39650,0,0,0,0,0,50,0,0,0,0
39700,0,0,0,0,0,0,0,0,0,0
39750,0,0,0,0,0,0,0,0,0,0
39800,0,0,0,0,0,0,0,0,0,0
39850,0,50,0,0,0,0,0,0,0,0
39900,0,0,0,0,0,0,0,0,0,0
39950,0,0,0,0,0,0,0,0,0,0
40000,0,0,0,0,0,0,0,0,0,0
40050,0,0,0,0,0,0,0,0,0,0
40100,0,0,0,50,0,0,0,0,0,0
40150,0,0,0,0,0,0,0,0,0,0
40200,0,0,0,0,0,0,0,0,0,0
40250,0,0,0,0,0,0,0,0,0,0
40300,0,0,50,0,50,0,0,0,0,0
40350,0,0,0,0,0,50,0,50,0,0
40400,0,0,0,0,0,0,0,0,0,0
40450,0,0,0,0,0,0,0,0,0,0
40500,0,0,0,0,0,0,0,0,0,0
40550,0,0,0,0,0,0,0,0,0,0
40600,0,0,0,0,0,0,0,0,0,0
40650,0,0,0,0,0,0,0,0,0,0
40700,0,0,0,0,0,0,0,0,0,0
40750,0,0,0,0,0,0,0,0,0,0
40800,0,0,0,0,0,0,0,0,0,0
40850,0,0,0,0,0,0,0,0,0,0
40900,0,0,0,0,0,0,0,0,0,0
40950,0,0,0,0,0,0,0,0,0,0
41000,0,0,0,0,0,0,0,0,0,0
41050,0,0,0,0,0,0,0,0,0,0
41100,0,0,50,0,0,0,0,0,0,0
41150,0,0,0,0,0,0,0,0,0,0
41200,0,0,0,0,0,0,0,0,0,0
41250,0,0,0,0,0,0,0,0,0,0
41300,0,0,0,0,0,0,0,0,0,0
41350,0,0,0,0,0,0,0,0,0,50
41400,0,0,0,0,0,0,0,0,0,0
41450,0,0,0,0,0,0,50,0,0,0
41500,0,0,0,0,0,0,0,0,0,0
41550,0,0,0,0,0,0,0,0,0,0
41600,0,0,0,0,0,0,0,0,0,0
41650,0,0,0,0,0,0,0,0,0,50
41700,0,0,0,0,0,0,0,50,0,0
41750,0,0,0,0,0,0,0,0,0,0
41800,0,0,0,0,0,0,0,0,0,0
41850,0,0,0,0,0,0,0,0,0,0
41900,0,0,0,0,0,0,0,0,0,0
41950,50,0,0,0,0,0,0,0,0,0
42000,0,0,0,0,0,0,50,0,0,0
42050,0,0,0,50,0,50,0,50,0,0
42100,0,0,0,0,50,0,0,0,0,0
42150,50,0,50,50,0,50,50,50,0,0
42200,0,0,50,0,0,0,0,0,0,0
42250,0,50,50,0,0,0,0,0,0,0
42300,0,0,0,0,0,50,0,0,0,0
42350,0,50,0,0,0,0,0,0,50,0
42400,0,0,50,50,0,0,0,0,0,0
42450,0,0,0,0,0,0,50,0,0,50
42500,0,0,0,0,0,0,0,0,0,0
42550,0,0,50,50,0,0,0,0,0,0
42600,50,50,0,0,0,0,0,0,0,0
42650,50,50,0,0,0,50,0,0,0,0
42700,0,0,0,50,0,0,0,0,0,0
42750,0,0,0,50,50,0,0,0,0,0
42800,0,0,50,50,0,0,0,50,0,0
42850,0,0,0,0,0,0,0,50,0,0
42900,0,0,0,0,0,0,0,0,0,0
42950,0,0,0,50,0,50,0,0,0,0
43000,0,0,0,0,50,0,0,0,0,0
43050,0,0,0,0,50,50,0,50,50,0
43100,0,0,0,50,50,0,0,0,0,50
43150,50,50,0,0,0,0,0,0,50,50
43200,0,50,0,0,0,50,0,0,0,0
43250,0,0,50,0,50,50,0,0,0,0
43300,50,0,0,0,0,0,0,0,0,0
43350,0,0,50,50,0,0,0,0,0,0
43400,0,0,0,0,0,0,50,0,0,0
43450,0,0,0,0,50,0,0,0,0,0
43500,0,50,50,0,0,50,0,0,0,0
43550,0,0,50,0,0,0,50,0,0,0
43600,0,0,50,0,0,0,0,0,0,0
43650,0,0,0,0,50,0,0,50,0,50
43700,0,50,0,0,50,0,50,0,0,0
43750,0,0,50,0,0,0,0,0,0,0
43800,0,0,0,0,0,0,0,50,50,0
43850,50,0,0,0,0,0,50,0,0,0
43900,0,0,0,0,0,0,0,0,0,0
43950,50,0,50,0,0,0,0,0,0,0
44000,0,0,0,0,0,0,0,0,0,0
44050,0,0,0,0,0,0,0,0,0,0
44100,0,0,0,0,0,0,0,0,0,0
44150,0,0,0,0,0,0,0,0,0,0
44200,0,0,0,0,0,0,0,0,0,0
44250,0,0,0,0,0,0,0,0,0,50
44300,0,0,0,0,0,0,0,0,0,0
44350,0,0,0,0,0,0,0,0,0,0
44400,0,0,0,0,0,0,0,0,0,0
44450,0,0,0,0,0,0,0,0,0,0
44500,0,0,0,0,0,0,0,0,50,0
44550,0,0,0,0,0,0,0,0,0,0
44600,0,50,0,0,0,0,0,0,0,0
44650,0,50,0,0,0,0,0,0,0,0
44700,0,0,0,0,0,0,0,0,0,0
44750,0,0,0,0,0,0,0,0,0,0
44800,0,0,0,0,0,0,0,0,0,0
44850,0,0,0,0,0,0,0,0,0,0
44900,0,0,0,0,0,0,0,0,0,0
44950,0,0,0,0,0,0,0,0,0,0
45000,0,0,0,0,0,0,0,0,0,0
45050,0,0,50,0,0,0,0,0,0,0
45100,0,0,0,0,0,0,0,0,0,0
45150,0,0,0,0,0,0,0,0,0,0
45200,50,0,0,0,0,0,0,0,0,0
45250,0,0,0,0,0,0,0,0,0,0
45300,0,0,0,0,0,0,0,0,0,0
45350,0,0,0,0,0,0,0,0,0,50
45400,0,0,0,0,0,0,0,0,0,0
45450,0,0,0,0,0,0,0,0,0,0
45500,0,0,0,0,0,0,0,0,0,0
45550,0,0,0,0,0,0,0,0,0,0
45600,0,0,0,0,0,0,0,0,0,0
45650,0,0,0,0,0,0,0,0,0,0
45700,0,0,0,0,0,0,0,0,0,0
45750,0,0,0,0,0,0,0,0,0,0
45800,0,0,0,50,0,0,0,0,50,0
45850,0,0,0,0,0,0,0,0,0,0
45900,0,0,0,0,0,0,0,0,0,0
45950,0,0,0,0,0,0,0,0,0,0
46000,0,0,0,0,0,0,0,0,0,0
46050,0,0,0,0,0,0,0,0,0,0
46100,0,0,0,0,0,0,0,0,0,0
46150,0,0,0,0,0,0,0,0,0,0
46200,0,0,0,0,0,50,0,0,0,0
46250,0,0,0,0,0,0,0,0,0,0
46300,0,50,0,0,0,0,0,0,0,0
46350,0,0,0,0,0,0,0,0,0,0
46400,0,0,0,0,0,0,0,0,0,0
46450,0,0,0,0,0,0,0,0,0,0
46500,0,0,0,0,0,0,0,0,0,0
46550,0,0,0,0,0,0,0,0,0,0
46600,0,0,0,0,0,0,0,0,0,0
46650,0,0,0,0,0,0,0,0,0,0
46700,0,0,0,0,0,0,0,0,0,0
46750,0,0,0,0,0,0,0,0,0,0
46800,0,0,0,0,0,0,0,0,0,0
46850,0,0,0,0,0,0,0,0,0,0
46900,0,0,0,0,0,0,0,0,0,0
46950,0,0,0,0,0,0,0,0,0,0
47000,0,0,0,0,0,0,0,0,0,0
47050,0,0,0,0,0,0,0,0,50,0
47100,0,0,0,0,0,0,0,0,50,0
47150,0,0,0,0,0,50,0,0,0,0
47200,0,0,0,0,0,0,0,0,0,0
47250,0,0,0,0,0,0,0,0,0,0
47300,0,0,0,50,0,0,0,0,0,0
47350,0,0,0,0,0,0,0,0,0,0
47400,0,0,0,0,0,50,0,0,0,50
47450,0,0,0,0,0,0,0,0,0,50
47500,0,0,0,0,0,0,0,0,0,0
47550,0,0,0,0,0,0,0,0,0,0
47600,0,0,50,0,0,0,0,0,0,0
47650,0,0,0,0,0,0,0,0,0,0
47700,0,0,0,0,0,0,0,0,0,0
47750,0,0,0,0,0,0,0,0,0,50
47800,0,0,0,0,0,0,0,0,0,0
47850,0,0,0,0,0,0,0,0,0,0
47900,0,0,50,0,0,0,0,0,0,0
47950,0,0,0,0,0,0,0,0,0,0
48000,0,0,0,0,0,0,50,50,0,50
48050,0,0,0,0,0,0,0,0,0,50
48100,0,0,0,0,0,0,50,0,0,0
48150,0,0,0,0,0,0,0,0,50,50
48200,50,50,0,0,0,0,0,0,0,0
48250,0,0,0,50,0,0,0,0,0,50
48300,0,0,0,50,0,0,0,0,50,0
48350,0,0,0,0,0,0,0,0,0,0
48400,0,0,0,0,0,0,0,0,0,0
48450,0,0,0,0,0,0,0,0,0,0
48500,0,0,0,0,0,0,0,0,0,0
48550,0,0,0,0,0,0,50,0,0,0
48600,50,0,0,0,0,0,0,0,0,0
48650,0,0,0,50,0,0,50,0,50,0
48700,0,0,0,0,0,0,0,50,0,0
48750,50,0,0,0,0,0,0,0,0,0
48800,50,50,0,50,0,50,50,0,0,0
48850,0,0,0,0,0,50,50,0,50,0
48900,0,0,0,50,50,50,0,50,50,0
48950,50,50,0,0,0,0,0,0,50,0
49000,0,0,0,0,0,0,50,0,0,0
49050,0,0,0,0,0,0,50,0,0,0
49100,0,0,0,0,50,0,0,0,0,0
49150,50,50,0,0,0,0,0,0,0,0
49200,50,0,0,0,0,0,0,0,0,0
49250,0,0,50,50,0,0,0,0,0,0
49300,0,0,0,0,0,0,0,0,50,0
49350,0,0,0,50,50,0,0,0,0,0
49400,0,0,0,50,0,0,0,0,0,0
49450,0,0,0,0,0,0,50,50,0,50
49500,0,0,0,0,0,50,0,50,50,0
49550,50,0,0,0,0,50,0,0,0,0
49600,0,0,0,50,0,0,0,0,0,50
49650,0,50,50,0,0,0,0,0,50,50
49700,0,0,0,0,50,50,50,50,0,0
49750,0,0,0,0,0,50,0,0,0,0
49800,0,50,0,0,0,50,0,0,50,50
49850,50,0,50,0,0,0,0,0,0,0
49900,0,0,50,0,0,50,0,0,0,50
49950,0,0,0,50,0,0,0,0,50,0
